onet_code,reported_title
17-3024.00,Electromechanical Assembler (EM Assembler)
17-3024.00,Electromechanical Technician (EM Technician)
17-3024.00,Electronics Technician (Electronics Tech)
17-3024.00,Mechanical Technician (Mechanical Tech)
17-3024.00,Process Control Tech
17-3024.00,Product Test Specialist
17-3024.00,Test Engineering Technician (Test Engineering Tech)
17-3024.00,Test Technician (Test Tech)
17-3024.01,Automation Technician
17-3024.01,Electrical and Instrumentation Technician (E and I Technician)
17-3024.01,Instrument and Automation Technician
17-3024.01,Instrument Specialist
17-3024.01,Instrument Technician
17-3024.01,Instrumentation and Controls Technician
17-3024.01,Instrumentation and Process Controls Technician
17-3024.01,Process Control Technician
17-3024.01,Programmable Logic Controllers Technician
17-3025.00,Air Quality Instrument Specialist
17-3025.00,"EHS Engineer (Environmental, Health and Safety Engineer)"
17-3025.00,Engineer
17-3025.00,Environmental Engineering Assistant
17-3025.00,Environmental Engineering Technician (Environmental Engineering Tech)
17-3025.00,Environmental Field Technician (Environmental Field Tech)
17-3025.00,Environmental Technician (Environmental Tech)
17-3025.00,Haz Tech (Hazardous Technician)
17-3025.00,Remediation Technician (Remediation Tech)
17-3026.00,Engineering Technician (Engineering Tech)
17-3026.00,Industrial Engineering Analyst
17-3026.00,Industrial Engineering Technician (Industrial Engineering Tech)
17-3026.00,Industrial Technician (Industrial Tech)
17-3026.00,Manufacturing Coordinator
17-3026.00,PLC Tech (Programmable Logic Controller Technician)
17-3026.00,QC Engineering Technician (Quality Control Engineering Technician)
17-3026.00,Quality Management Coordinator
17-3026.01,Engineering Technician (Engineering Tech)
17-3026.01,Lab Technician (Laboratory Technician)
17-3026.01,Nanofabrication Specialist
17-3026.01,Process Engineering Technician (Process Engineering Tech)
17-3026.01,R and D Engineer (Research and Development Engineer)
17-3026.01,Research Lab Associate (Research Laboratory Associate)
17-3026.01,Research Scientist
17-3026.01,Research Specialist
17-3026.01,Research Technician (Research Tech)
17-3026.01,Scientific Research Associate
17-3027.00,Engineering Laboratory Technician (Engineering Lab Technician)
17-3027.00,Engineering Technical Analyst
17-3027.00,Engineering Technician (Engineering Tech)
17-3027.00,Engineering Technologist
17-3027.00,Manufacturing Engineering Technician (Manufacturing Engineering Tech)
17-3027.00,Mechanical Designer
17-3027.00,Mechanical Technician (Mechanical Tech)
17-3027.00,Process Engineering Technician (Process Engineering Tech)
17-3027.00,Process Technician
17-3027.00,Research and Development Technician (R and D Tech)
17-3027.01,Laboratory Technician (Lab Technician)
17-3027.01,Research Technician
17-3028.00,Calibration Specialist
17-3028.00,Calibration Technician (Calibration Tech)
17-3028.00,Gauge Specialist
17-3028.00,Instrument and Control Technician (I and C Tech)
17-3028.00,Instrument Control Technician (Instrument Control Tech)
17-3028.00,Quality Technician (Quality Tech)
17-3029.01,Industrial Radiographer
17-3029.01,NDE Technician (Non-Destructive Evaluation Technician)
17-3029.01,NDT Coordinator (Non-Destructive Testing Coordinator)
17-3029.01,NDT Inspector (Non-Destructing Testing Inspector)
17-3029.01,NDT Specialist (Non-Destructive Testing Specialist)
17-3029.01,NDT Technical Specialist (Non-Destructive Testing Technical Specialist)
17-3029.01,NDT Technician (Non-Destructive Testing Technician)
17-3029.08,Fiber Optics Instructor
17-3029.08,Fiber Optics Technician (Fiber Optics Tech)
17-3029.08,Laser Technician (Laser Tech)
17-3029.08,Optics Technician (Optics Tech)
17-3029.08,Optomechanical Technician (Optomechanical Tech)
17-3029.08,Photonics Laboratory Technician (Photonics Lab Tech)
17-3029.08,Photonics Technician (Photonics Tech)
17-3029.08,Ruling Technician (Ruling Tech)
17-3031.00,Field Surveyor
17-3031.00,Land Survey Technician (Land Survey Tech)
17-3031.00,Land Surveyor
17-3031.00,Mapping Editor
17-3031.00,Mapping Technician (Mapping Tech)
17-3031.00,Photogrammetric Technician (Photogrammetric Tech)
17-3031.00,Rodman
17-3031.00,Stereoplotter Operator
17-3031.00,Survey Technician (Survey Tech)
17-3031.00,Surveying Technician (Surveying Tech)
19-1011.00,Animal Nutrition Consultant
19-1011.00,Animal Nutritionist
19-1011.00,Animal Scientist
19-1011.00,Beef Cattle Nutritionist
19-1011.00,Beef Cattle Specialist
19-1011.00,Companion Animal Nutritionist
19-1011.00,Dairy Nutrition Consultant
19-1011.00,Dairy Research Nutritionist
19-1011.00,Research Scientist
19-1011.00,Scientist
19-1012.00,Corporate Food Scientist
19-1012.00,Food and Drug Research Scientist
19-1012.00,Food Engineer
19-1012.00,Food Safety Regulatory Manager
19-1012.00,Food Scientist
19-1012.00,Food Technologist
19-1012.00,Formulator
19-1012.00,Product Development Scientist
19-1012.00,Research Chef
19-1012.00,Research Scientist
19-1013.00,Agronomist
19-1013.00,Arboriculture Researcher
19-1013.00,Crop Nutrition Scientist
19-1013.00,Forage Physiologist
19-1013.00,Horticulture Specialist
19-1013.00,Plant Physiologist
19-1013.00,Plant Research Geneticist
19-1013.00,Research Scientist
19-1013.00,Research Soil Scientist
19-1013.00,Scientist
19-1021.00,Analytical Research Chemist
19-1021.00,Biochemist
19-1021.00,Biophysics Researcher
19-1021.00,Scientist
19-1022.00,Bacteriologist
19-1022.00,Clinical Laboratory Scientist (Clinical Lab Scientist)
19-1022.00,Clinical Microbiologist
19-1022.00,Medical Technologist
19-1022.00,Microbiological Analyst
19-1022.00,Microbiologist
19-1022.00,Public Health Microbiologist
19-1022.00,Quality Control Microbiologist (QC Microbiologist)
19-1022.00,Research Microbiologist
19-1022.00,Research Specialist
19-1023.00,Aquatic Biologist
19-1023.00,Conservation Biologist
19-1023.00,Fish and Wildlife Biologist
19-1023.00,Fisheries and Wildlife Biological Scientist
19-1023.00,Fisheries Biologist
19-1023.00,Habitat Biologist
19-1023.00,Migratory Game Bird Biologist
19-1023.00,Wildlife Biologist
19-1023.00,Wildlife Refuge Specialist
19-1023.00,Zoologist
19-1029.01,Bioinformaticist
19-1029.01,Bioinformatics Programmer
19-1029.01,Bioinformatics Research Associate
19-1029.01,Computational Biology Scientist
19-1029.01,Research Associate
19-1029.01,Research Scientist
19-1029.01,Scientist
19-1029.02,Molecular Biologist
19-1029.02,Research Scientist
19-1029.03,Cardiovascular Geneticist
19-1029.03,Medical Geneticist
19-1029.03,Research Scientist
19-1029.03,Scientist
19-1029.04,Aquatic Biologist
19-1029.04,Biological Scientist
19-1029.04,Biologist
19-1029.04,Botanist
19-1029.04,Fisheries and Wildlife Biologist
19-1029.04,Fisheries Biologist
19-1029.04,Marine Biologist
19-1029.04,Research Biologist
19-1029.04,Research Scientist
19-1029.04,Scientist
19-1031.00,Conservationist
19-1031.00,Environmental Analyst
19-1031.00,Environmental Quality Scientist
19-1031.00,Erosion Control Specialist
19-1031.00,Land Reclamation Specialist
19-1031.00,Land Resource Specialist
19-1031.00,Research Soil Scientist
19-1031.00,Resource Conservation Specialist
19-1031.00,Resource Conservationist
19-1031.00,Soil Conservationist
19-1031.02,Conservationist
19-1031.02,Forest Range Program Manager
19-1031.02,Land Management Supervisor
19-1031.02,Natural Resource Manager
19-1031.02,Natural Resource Specialist
19-1031.02,Range Management Consultant
19-1031.02,Range Management Specialist
19-1031.02,Rangeland Management Specialist
19-1031.02,Wildlife Manager
19-1031.02,Wildlife Refuge Manager
19-1031.03,Environmental Education Specialist
19-1031.03,Environmental Educator
19-1031.03,Interpretive Naturalist
19-1031.03,Interpretive Park Ranger
19-1031.03,Natural Resource Educator
19-1031.03,Naturalist
19-1031.03,Park Activities Coordinator
19-1031.03,Park Guide
19-1031.03,Park Interpretive Specialist
19-1031.03,Park Ranger
19-1032.00,Area Forester
19-1032.00,District Forester
19-1032.00,Environmental Protection Forester
19-1032.00,Fire Prevention Forester
19-1032.00,Forest Silviculturist
19-1032.00,Procurement Forester
19-1032.00,Resource Forester
19-1032.00,Service Forester
19-1032.00,Silviculturist
19-1032.00,Urban Forester
19-1041.00,Chronic Disease Epidemiologist
19-1041.00,Communicable Diseases Specialist
19-1041.00,Environmental Epidemiologist
19-1041.00,Epidemiologist
19-1041.00,Epidemiology Investigator
19-1041.00,Infection Control Practitioner (ICP)
19-1041.00,Nurse Epidemiologist
19-1041.00,Public Health Epidemiologist
19-1041.00,Research Epidemiologist
19-1041.00,State Epidemiologist
19-1042.00,Clinical Laboratory Scientist (Clinical Lab Scientist)
19-1042.00,Clinical Pharmacologist
19-1042.00,Clinical Research Scientist
19-1042.00,Medical Researcher
19-1042.00,Physician Scientist
19-1042.00,Research Scientist
19-1042.00,Researcher
19-1042.00,Scientist
19-1042.00,Study Director
19-1042.00,Toxicologist
19-2011.00,Astronomer
19-2011.00,Astronomy Outreach Coordinator
19-2011.00,Astrophysicist
19-2011.00,Research Astrophysicist
19-2012.00,Astrophysicist
19-2012.00,Biophysics Scientist
19-2012.00,Health Physicist
19-2012.00,Medical Physicist
19-2012.00,Research Physicist
19-2012.00,Scientist
19-2021.00,Broadcast Meteorologist
19-2021.00,Forecaster
19-2021.00,General Forecaster
19-2021.00,Hydrometeorological Technician (Hydrometeorological Tech)
19-2021.00,Meteorologist
19-2021.00,Ocean Monitoring and Data Assimilation Scientist
19-2021.00,Research Meteorologist
19-2021.00,Service Hydrologist
19-2021.00,Warning Coordination Meteorologist
19-2021.00,Weather Forecaster
19-2031.00,Air Quality Chemist
19-2031.00,Analytical Chemist
19-2031.00,Chemical Lab Scientist (Chemical Laboratory Scientist)
19-2031.00,Chemist
19-2031.00,Forensic Chemist
19-2031.00,Product Development Chemist
19-2031.00,QC Chemist (Quality Control Chemist)
19-2031.00,R and D Chemist (Research and Development Chemist)
19-2031.00,Research Chemist
19-2031.00,Scientist
19-2032.00,Applications Scientist
19-2032.00,Materials Research Engineer
19-2032.00,Materials Scientist
19-2032.00,Metallurgical Engineer
19-2032.00,Micro Electrical/Mechanical Systems Device Scientist (MEMS Device Scientist)
19-2032.00,Polymer Materials Consultant
19-2032.00,R and D Scientist (Research and Development Scientist)
19-2032.00,Research Scientist
19-2032.00,Scientist
19-2041.00,Environmental Analyst
19-2041.00,Environmental Health and Safety Specialist (EHS Specialist)
19-2041.00,Environmental Health Specialist
19-2041.00,Environmental Programs Specialist
19-2041.00,Environmental Protection Specialist
19-2041.00,Environmental Scientist
19-2041.00,Environmental Specialist
19-2041.00,Hazardous Substances Scientist
19-2041.00,Natural Resources Specialist
19-2041.00,Registered Environmental Health Specialist (REHS)
19-2041.01,Climate Advisor
19-2041.01,Climate Analyst
19-2041.01,Climate and Energy Program Associate
19-2041.01,Climate Economist
19-2041.01,Environmental Policy Analyst
19-2041.01,Policy Analyst
19-2041.01,Policy Associate
19-2041.01,Policy Research Associate
19-2041.01,Regional Science Advisor
19-2041.02,Coastal and Estuary Specialist
19-2041.02,Fisheries Habitat Restoration Specialist
19-2041.02,Habitat Restoration Specialist
19-2041.02,Marine Habitat Resources Specialist
19-2041.02,Restoration Ecologist
19-2041.02,Restoration Specialist
19-2041.02,Watershed Coordinator
19-2041.03,Ecologist
19-2041.03,Environmental Consultant
19-2041.03,Environmental Protection Agency Counselor
19-2041.03,Research Scientist
19-2041.03,Researcher
19-2042.00,Engineering Geologist
19-2042.00,Environmental Protection Geologist
19-2042.00,Exploration Geologist
19-2042.00,Geologist
19-2042.00,Geoscientist
19-2042.00,Mine Geologist
19-2042.00,Petroleum Geologist
19-2042.00,Project Geologist
19-2042.00,Project Geophysicist
19-2042.00,Research Geologist
19-2043.00,Groundwater Consultant
19-2043.00,Hydrogeologist
19-2043.00,Research Hydrologic Engineer
19-2043.00,Research Hydrologist
19-2043.00,Source Water Protection Specialist
19-2099.01,Geospatial Intelligence Analyst
19-2099.01,Image Scientist
19-2099.01,Remote Sensing Analyst
19-2099.01,Remote Sensing Scientist
19-2099.01,Research Scientist
19-2099.01,Scientist
19-2099.01,Sensor Specialist
19-3011.00,Economic Advisor
19-3011.00,Economic Analyst
19-3011.00,Economic Consultant
19-3011.00,Economic Development Specialist
19-3011.00,Economist
19-3011.00,Forensic Economist
19-3011.00,Project Economist
19-3011.00,Research Economist
19-3011.00,Revenue Research Analyst
19-3011.00,Tax Economist
19-3011.01,Environmental Economist
19-3011.01,Natural Resource Economist
19-3011.01,Research Economist
19-3011.01,Resource Economist
19-3022.00,Data Analyst
19-3022.00,Market Survey Representative
19-3022.00,Research Associate
19-3022.00,Research Fellow
19-3022.00,Research Interviewer
19-3022.00,Research Scientist
19-3022.00,Survey Methodologist
19-3022.00,Survey Researcher
19-3022.00,Survey Statistician
19-3022.00,Telephone Interviewer
19-3032.00,Consulting Psychologist
19-3032.00,I-O Practitioner (Industrial-Organizational Practitioner)
19-3032.00,I-O Psychologist (Industrial-Organizational Psychologist)
19-3032.00,Industrial Psychologist
19-3032.00,Management Consultant
19-3032.00,Organizational Consultant
19-3032.00,Organizational Development Specialist (OD Specialist)
19-3032.00,Organizational Psychologist
19-3032.00,Personnel Research Psychologist
19-3032.00,Research Scientist
19-3033.00,Case Manager
19-3033.00,Clinical Psychologist
19-3033.00,Counseling Psychologist
19-3033.00,Counselor
19-3033.00,Licensed Clinical Psychologist
19-3033.00,Licensed Psychologist
19-3033.00,LPC (Licensed Professional Counselor)
19-3033.00,Psychologist
19-3033.00,Psychotherapist
19-3033.00,Therapist
19-3034.00,Autism Consultant
19-3034.00,Bilingual School Psychologist
19-3034.00,Challenging Behavior Consultant
19-3034.00,Early Intervention School Psychologist
19-3034.00,Educational Diagnostician
19-3034.00,School Neuropsychologist
19-3034.00,School Psychometrist
19-3039.02,Aviation Neuropsychologist
19-3039.02,Board Certified Neuropsychologist
19-3039.02,Child and Adolescent Neuropsychologist
19-3039.02,Forensic Neuropsychologist
19-3039.02,Neuropsychologist
19-3039.02,Neuropsychology Medical Consultant
19-3039.02,Pediatric Neuropsychologist
19-3039.02,Staff Psychologist
19-3039.03,Aviation Neuropsychologist
19-3039.03,Board Certified Clinical Neuropsychologist
19-3039.03,Clinical Neuropsychologist
19-3039.03,Neuropsychology Medical Consultant
19-3039.03,Pediatric Clinical Neuropsychologist
19-3039.03,Pediatric Neuropsychologist
19-3039.03,Staff Psychologist
19-3041.00,Demographer
19-3041.00,Evaluation Specialist
19-3041.00,Medical Sociologist
19-3041.00,Policy Analyst
19-3041.00,Research Associate
19-3041.00,Research Coordinator
19-3041.00,Research Scientist
19-3041.00,Research Specialist
19-3041.00,Social Scientist
19-3041.00,Sociologist
19-3051.00,City Planner
19-3051.00,Community Development Planner
19-3051.00,Community Planner
19-3051.00,Development Technician
19-3051.00,Housing Development Specialist
19-3051.00,Neighborhood Planner
19-3051.00,Planner
19-3051.00,Planning Consultant
19-3051.00,Planning Technician
19-3051.00,Regional Planner
19-3091.00,American Indian Policy Specialist
19-3091.00,Applied Anthropologist
19-3091.00,Applied Cultural Anthropologist
19-3091.00,Archaeologist
19-3091.00,Communication and Folklore Specialist
19-3091.00,Forensic Anthropologist
19-3091.00,Historical Archaeologist
19-3091.00,Research Archaeologist
19-3091.00,Researcher
19-3092.00,Earth Observations Scientist
19-3092.00,Geographer
19-3092.00,GIS Coordinator (Geographic Information Systems Coordinator)
19-3092.00,GIS Geographer (Geographic Information Systems Geographer)
19-3092.00,GIS Physical Scientist (Geographic Information Systems Physical Scientist)
19-3092.00,Scientist
19-3093.00,Collections Specialist
19-3093.00,County Historian
19-3093.00,Historian
19-3093.00,Historic Architectural Resources Curator
19-3093.00,Historic Interpreter
19-3093.00,Historic Preservation Coordinator
19-3093.00,Historic Sites Registrar
19-3093.00,Historical Interpreter
19-3093.00,Research Historian
19-3093.00,Researcher
19-3099.01,Planner
19-3099.01,Program Officer
19-3099.01,Transportation Analyst
19-3099.01,Transportation Data Programs Manager
19-3099.01,Transportation Planner
19-4012.00,Agricultural Research Technician (Agricultural Research Tech)
19-4012.00,Agricultural Research Technologist
19-4012.00,Agricultural Technician (Agricultural Tech)
19-4012.00,Agriculture Assistant
19-4012.00,Agronomy Research Technician (Agronomy Research Tech)
19-4012.00,Field Assistant
19-4012.00,Insect Research Technician (Insect Research Tech)
19-4012.00,Lab Tech (Laboratory Technician)
19-4012.00,Seed Analyst
19-4012.01,Agrintelligence Specialist (Agriculture Intelligence Specialist)
19-4012.01,Agronomist
19-4012.01,Agronomy Consultant
19-4012.01,Crop Consultant
19-4012.01,Crop Specialist
19-4012.01,Precision Agriculture Analyst (Precision Ag Analyst)
19-4012.01,Precision Agriculture Specialist (Precision Ag Specialist)
19-4012.01,Precision Agronomist
19-4012.01,Precision Farming Coordinator
19-4012.01,Precision Technology Agronomist (Precision Tech Agronomist)
19-4013.00,Central Laboratory Technician (CLT)
19-4013.00,Food Science Tech (Food Science Technician)
19-4013.00,Laboratory Assistant (Lab Assistant)
19-4013.00,Laboratory Technician (Lab Tech)
19-4013.00,QA Lab Tech (Quality Assurance Lab Technician)
19-4013.00,QC Tech (Quality Assurance Technician)
19-4013.00,QC Tech (Quality Control Technician)
19-4013.00,Quality Analyst
19-4013.00,Quality Assurance Analyst (QA Analyst)
19-4013.00,Quality Tech (Quality Technician)
19-4021.00,Biological Science Lab Tech (Biological Science Laboratory Technician)
19-4021.00,Biological Science Technician (Biological Science Tech)
19-4021.00,Biologist Aide
19-4021.00,Biologist Technician (Biologist Tech)
19-4021.00,Environmental Technician (Environmental Tech)
19-4021.00,Fisheries Biological Technician (Fisheries Biological Tech)
19-4021.00,Marine Fisheries Technician (Marine Fisheries Tech)
19-4021.00,Microbiology Technician (Microbiology Tech)
19-4021.00,Research Assistant
19-4021.00,Research Associate
19-4031.00,Analytical Laboratory Technician (Analytical Lab Technician)
19-4031.00,Chemical Analyst
19-4031.00,Chemical Technician
19-4031.00,Laboratory Analyst (Lab Analyst)
19-4031.00,Laboratory Technician (Lab Tech)
19-4031.00,Laboratory Tester (Lab Tester)
19-4031.00,Organic Preparation Analyst (Organic Prep Analyst)
19-4031.00,Quality Control Laboratory Technician (QC Lab Tech)
19-4031.00,Quality Control Technician (QC Tech)
19-4031.00,Research Technician
19-4042.00,Environmental Health Officer (EHO)
19-4042.00,Environmental Technician (Environmental Tech)
19-4042.00,Industrial Pretreatment Program Specialist (IPP Specialist)
19-4042.00,Lab Technician (Laboratory Technician)
19-4042.00,Public Health Sanitarian
19-4042.00,Sanitarian
19-4042.00,Sanitarian Specialist
19-4042.00,Soil Lab Technician (Soil Laboratory Technician)
19-4042.00,Water Quality Analyst
19-4042.00,Water Quality Specialist
19-4043.00,Core Inspector
19-4043.00,Environmental Field Services Technician
19-4043.00,Environmental Sampling Technician
19-4043.00,Geological E-Logger
19-4043.00,Geological Technician
19-4043.00,Geoscience Technician
19-4043.00,Geotechnician
19-4043.00,Materials Technician
19-4043.00,Physical Science Technician
19-4043.00,Soils Technician
19-4051.00,Auxiliary Operator
19-4051.00,Equipment Operator
19-4051.00,Licensed Nuclear Operator
19-4051.00,Non-Licensed Nuclear Equipment Operator (NLO)
19-4051.00,Non-Licensed Nuclear Plant Operator (NLO)
19-4051.00,Nuclear Auxiliary Operator
19-4051.00,Nuclear Equipment Operator (NEO)
19-4051.00,Nuclear Plant Equipment Operator (NAPEO)
19-4051.00,Operations Technician
19-4051.00,Systems Operator
19-4051.02,Health Physics Technician (HP Tech)
19-4051.02,Nuclear Chemistry Technician
19-4051.02,Radiation Control Technician (Radcon Technician)
19-4051.02,Radiation Protection Specialist (RP Specialist)
19-4051.02,Radiation Protection Technician (RPT)
19-4051.02,Radiation Technician
19-4051.02,Radiochemical Technician
19-4061.00,Clinical Research Assistant
19-4061.00,Graduate Assistant
19-4061.00,Graduate Research Assistant
19-4061.00,Research Aide
19-4061.00,Research Assistant
19-4061.00,Research Associate
19-4061.00,Research Technician
19-4061.00,Social Research Assistant
19-4071.00,Biological Science Aide
19-4071.00,Forest Technician
19-4071.00,Forestry Aide
19-4071.00,Forestry Technician (Forestry Tech)
19-4071.00,Resource Technician
19-4071.00,Timber Appraiser
19-4092.00,Crime Lab Analyst (Crime Laboratory Analyst)
19-4092.00,Crime Scene Analyst (CSA)
19-4092.00,Crime Scene Technician (Crime Scene Tech)
19-4092.00,Criminalist
19-4092.00,CSI (Crime Scene Investigator)
19-4092.00,Evidence Technician (Evidence Tech)
19-4092.00,Forensic Science Examiner
19-4092.00,Forensic Scientist
19-4092.00,Forensic Specialist
19-4092.00,Latent Print Examiner
19-4099.01,Lab Analyst
19-4099.01,Lab Technician (Lab Tech)
19-4099.01,Laboratory Analyst
19-4099.01,Microbiology Lab Analyst
19-4099.01,QA Auditor (Quality Assurance Auditor)
19-4099.01,QA Lab Tech (Quality Assurance Lab Technician)
19-4099.01,QA Tech (Quality Assurance Technician)
19-4099.01,Quality Control Analyst (QC Analyst)
19-4099.01,Quality Control Lab Technician (QC Lab Tech)
19-4099.01,Quality Control Technician (QC Tech)
19-4099.03,Digital Cartographic Technician
19-4099.03,Geospatial Extractor
19-4099.03,Meteorologist Liaison
19-4099.03,Research Associate
19-5011.00,Chemical Hygiene Officer
19-5011.00,EHS Officer (Environmental Health and Safety Officer)
19-5011.00,Health and Safety Analyst
19-5011.00,Industrial Hygiene Consultant
19-5011.00,Industrial Hygienist
19-5011.00,Industrial Hygienist Consultant
19-5011.00,OHS Consultant (Occupational Health and Safety Consultant)
19-5011.00,Risk Control Consultant
19-5011.00,Safety Consultant
19-5011.00,Safety Specialist
19-5012.00,Advisory Industrial Hygienist
19-5012.00,Certified Industrial Hygienist (CIH)
19-5012.00,Construction Safety Consultant
19-5012.00,"EHS Advisor (Environmental, Health, and Safety Advisor)"
19-5012.00,Health and Safety Technician (Health and Safety Tech)
19-5012.00,Industrial Hygiene Consultant
19-5012.00,Industrial Hygienist
19-5012.00,Safety Specialist
19-5012.00,Safety Technician (Safety Tech)
19-5012.00,Safety Trainer
21-1011.00,Addictions Counselor
21-1011.00,CADC (Certified Alcohol and Drug Counselor)
21-1011.00,Case Manager
21-1011.00,Chemical Dependency Counselor (CD Counselor)
21-1011.00,Chemical Dependency Professional
21-1011.00,Counselor
21-1011.00,Drug and Alcohol Treatment Specialist (DATS)
21-1011.00,LADC (Licensed Alcohol and Drug Counselor)
21-1011.00,Residential Substance Abuse Counselor
21-1011.00,SA Counselor (Substance Abuse Counselor)
21-1012.00,Academic Advisor
21-1012.00,Academic Counselor
21-1012.00,Admissions Counselor
21-1012.00,Career Counselor
21-1012.00,College Counselor
21-1012.00,Elementary School Counselor
21-1012.00,Guidance Counselor
21-1012.00,School Counselor
21-1012.00,Student Services Coordinator
21-1012.00,Vocational Counselor
21-1013.00,Clinical Therapist
21-1013.00,Couple and Family Therapist
21-1013.00,Family Specialist
21-1013.00,Family Therapist
21-1013.00,LCMFT (Licensed Clinical Marriage and Family Therapist)
21-1013.00,LMFT (Licensed Marriage and Family Therapist)
21-1013.00,Marriage and Family Counselor
21-1013.00,Multisystemic Therapist
21-1013.00,Play Therapist
21-1013.00,Therapist
21-1014.00,Behavior Analyst
21-1014.00,Behavioral Health Counselor
21-1014.00,Case Manager
21-1014.00,Clinician
21-1014.00,Counselor
21-1014.00,Licensed Mental Health Counselor (LMHC)
21-1014.00,Licensed Professional Counselor (LPC)
21-1014.00,Mental Health Counselor
21-1014.00,Mental Health Specialist
21-1014.00,Mental Health Therapist
21-1015.00,Classification Counselor
21-1015.00,CRC (Certified Rehabilitation Counselor)
21-1015.00,Employment Advisor
21-1015.00,Job Coach
21-1015.00,Rehabilitation Specialist
21-1015.00,Vocational Counselor
21-1015.00,Vocational Placement Specialist
21-1015.00,Vocational Services Specialist
21-1015.00,VRC (Vocational Rehabilitation Counselor)
21-1015.00,Work Counselor
21-1021.00,Adoption Social Worker
21-1021.00,Case Manager
21-1021.00,Case Worker
21-1021.00,Child Protective Services Social Worker (CPS Social Worker)
21-1021.00,Family Protection Specialist
21-1021.00,Family Resource Coordinator
21-1021.00,Family Service Worker
21-1021.00,Foster Care Social Worker
21-1021.00,School Social Worker
21-1021.00,Youth Services Specialist
21-1022.00,Clinical Social Worker
21-1022.00,Hospice Social Worker
21-1022.00,LMSW (Licensed Master Social Worker)
21-1022.00,Medical Social Worker
21-1022.00,Nephrology Social Worker
21-1022.00,Oncology Social Worker
21-1022.00,Psychosocial Coordinator
21-1022.00,Renal Social Worker
21-1022.00,Social Work Case Manager
21-1022.00,Social Worker
21-1023.00,Case Manager
21-1023.00,Clinical Social Worker
21-1023.00,Clinical Therapist
21-1023.00,Clinician
21-1023.00,Counselor
21-1023.00,Licensed Clinical Social Worker (LCSW)
21-1023.00,Mental Health Therapist
21-1023.00,Social Worker
21-1023.00,Therapist
21-1091.00,Certified Diabetes Educator
21-1091.00,Clinical Instructor
21-1091.00,Community Health Consultant
21-1091.00,Education Coordinator
21-1091.00,Health Education Coordinator
21-1091.00,Health Education Specialist
21-1091.00,Health Educator
21-1091.00,Health Promotion Specialist
21-1091.00,Public Health Educator
21-1091.00,Public Information Officer
21-1092.00,Adult Probation Officer
21-1092.00,Correctional Counselor
21-1092.00,Deputy Probation Officer (DPO)
21-1092.00,Juvenile Probation Officer
21-1092.00,Parole Agent
21-1092.00,Parole Officer (PO)
21-1092.00,Probation Agent
21-1092.00,Probation and Parole Officer
21-1092.00,Probation Counselor
21-1092.00,Probation Officer
21-1093.00,Addictions Counselor Assistant
21-1093.00,Advocate
21-1093.00,Clinical Assistant
21-1093.00,Residential Care Assistant
21-1093.00,Social Services Aide
21-1093.00,Social Services Assistant
21-1093.00,Social Work Assistant
21-1093.00,Social Work Associate
21-1093.00,Social Worker Assistant
21-1094.00,Communicable Disease Liaison
21-1094.00,Community Health Coordinator
21-1094.00,Community Health Outreach Worker
21-1094.00,Community Health Program Coordinator
21-1094.00,Community Health Program Representative (Community Health Program Rep)
21-1094.00,Community Health Promoter
21-1094.00,Community HIV Education Specialist (Community Human Immunodeficiency Virus Education Specialist)
21-1094.00,Community Navigator
21-1094.00,Community Nutrition Educator
21-1094.00,Health Program Specialist
21-2011.00,Bishop
21-2011.00,Chaplain
21-2011.00,Children's Minister
21-2011.00,Imam
21-2011.00,Minister
21-2011.00,Pastor
21-2011.00,Priest
21-2011.00,Rabbi
21-2011.00,Rector
21-2011.00,Worship Pastor
21-2021.00,Adult Ministries Director
21-2021.00,Campus Ministries Director
21-2021.00,Children's Ministries Director
21-2021.00,Christian Education Director
21-2021.00,Religious Education Coordinator
21-2021.00,Religious Education Director
21-2021.00,Senior Adults Director
21-2021.00,Women's Ministries Director
21-2021.00,Youth Ministries Director
21-2021.00,Youth Pastor
23-1011.00,Attorney
23-1011.00,Attorney at Law
23-1011.00,Attorney General
23-1011.00,Counsel
23-1011.00,County Attorney
23-1011.00,District Attorney
23-1011.00,General Counsel
23-1011.00,Lawyer
23-1011.00,Prosecuting Attorney
23-1011.00,Prosecutor
23-1012.00,Appellate Law Clerk
23-1012.00,Career Judicial Law Clerk
23-1012.00,Career Law Clerk
23-1012.00,Judicial Assistant
23-1012.00,Judicial Clerk
23-1012.00,Judicial Law Clerk
23-1012.00,Law Clerk
23-1012.00,Law Researcher
23-1012.00,Pro Se Law Clerk
23-1012.00,Term Law Clerk
23-1021.00,Adjudications Specialist
23-1021.00,Adjudicator
23-1021.00,Administrative Hearings Officer
23-1021.00,Administrative Judge
23-1021.00,Administrative Law Judge
23-1021.00,Appeals Examiner
23-1021.00,Appeals Referee
23-1021.00,Claims Adjudicator
23-1021.00,Hearings Officer
23-1021.00,Workers' Compensation Hearings Officer
23-1022.00,Alternative Dispute Resolution Coordinator (ADR Coordinator)
23-1022.00,Arbiter
23-1022.00,Arbitrator
23-1022.00,Divorce Mediator
23-1022.00,Family Mediator
23-1022.00,Federal Mediator
23-1022.00,Labor Arbitrator
23-1022.00,Labor Mediator
23-1022.00,Mediator
23-1022.00,Public Employment Mediator
23-1023.00,Circuit Court Judge
23-1023.00,Circuit Judge
23-1023.00,County Judge
23-1023.00,Court of Appeals Judge
