onet_code,reported_title
49-2011.00,Field Engineer
49-2011.00,Field Service Engineer
49-2011.00,Field Service Technician (Field Service Tech)
49-2011.00,Field Technician (Field Tech)
49-2011.00,Printer Repair Technician (Printer Repair Tech)
49-2011.00,Service Technician (Service Tech)
49-2021.00,Communications Systems Technician
49-2021.00,Field Service Technician (Field Service Tech)
49-2021.00,Field Technician (Field Tech)
49-2021.00,Installation Technician (Installation Tech)
49-2021.00,Radio Frequency Technician (RF Tech)
49-2021.00,Radio Repairman
49-2021.00,Radio Technician (Radio Tech)
49-2021.00,Tower Technician (Tower Tech)
49-2021.00,Two-Way Radio Technician (Two-Way Radio Tech)
49-2022.00,Broadband Technician (Broadband Tech)
49-2022.00,Combination Technician (Combination Tech)
49-2022.00,Customer Service Technician (CST)
49-2022.00,Installer
49-2022.00,Network Technician (Network Tech)
49-2022.00,Outside Plant Technician (Outside Plant Tech)
49-2022.00,Repair Technician (Repair Tech)
49-2022.00,Service Technician (Service Tech)
49-2022.00,Telecommunications Technician (Telecommunications Tech)
49-2022.00,Telephone Technician (Phone Tech)
49-2091.00,Aircraft Electrical Systems Specialist
49-2091.00,Aircraft Technician (Aircraft Tech)
49-2091.00,Aviation Electrical Technician (Aviation Electrical Tech)
49-2091.00,Aviation Electronics Technician (Aviation Electronics Tech)
49-2091.00,Avionic Technician (Avionic Tech)
49-2091.00,Avionics Electrical Technician (AET)
49-2091.00,Avionics Electronics Technician (Avionics Electronics Tech)
49-2091.00,Avionics Installer
49-2091.00,Avionics Line Technician (Avionics Line Tech)
49-2091.00,Avionics Repair Technician (Avionics Repair Tech)
49-2092.00,Electric Motor Mechanic
49-2092.00,Electric Motor Repairman
49-2092.00,Electric Motor Winder
49-2092.00,Electro Mechanic
49-2092.00,Maintenance Technician
49-2092.00,Power Tool Repair Technician
49-2092.00,Repair Technician
49-2092.00,Service Technician
49-2092.00,Tool Repair Technician
49-2092.00,Tool Technician
49-2093.00,Critical Systems Technician
49-2093.00,Electronic Bench Technician
49-2093.00,Electronics Mechanic
49-2093.00,Locomotive Electrician
49-2093.00,Power Technician (Power Tech)
49-2093.00,Ship Yard Electrical Person
49-2094.00,Control Technician
49-2094.00,E and I Mechanic (Electrical and Instrument Mechanic)
49-2094.00,E and I Mechanic (Electrical and Instrumentation Mechanic)
49-2094.00,Electrical and Instrument Technician (E and I Tech)
49-2094.00,Electrical Maintenance Technician
49-2094.00,Electronic Technician
49-2094.00,I and C Tech (Instrument and Control Technician)
49-2094.00,Instrument and Electrical Technician (I and E Tech)
49-2094.00,Repair Technician
49-2094.00,Scale Technician
49-2095.00,Electrical and Instrumentation Technician (E and I Technician)
49-2095.00,Electrical Technician
49-2095.00,Instrument and Control Technician (I and C Technician)
49-2095.00,Instrumentation and Control Technician (I and C Technician)
49-2095.00,Relay Technician
49-2095.00,Substation Electrician
49-2095.00,Substation Mechanic
49-2095.00,Substation Technician
49-2095.00,Substation Wireman
49-2095.00,Wireman
49-2096.00,Auto Tech (Automotive Technician)
49-2096.00,Car Alarm Installer
49-2096.00,Car Electronics Installer
49-2096.00,Car Stereo Installer
49-2096.00,Electronic Equipment Installer
49-2096.00,Electronic Technician
49-2096.00,Installation Technician
49-2096.00,Installer
49-2096.00,Mobile Electronics Installation Specialist
49-2096.00,Mobile Electronics Installer
49-2097.00,A/V Installation Tech (Audio Visual Installation Technician)
49-2097.00,A/V Installer (Audio Visual Installer)
49-2097.00,Electronic Tech (Electronic Technician)
49-2097.00,Field Service Tech (Field Service Technician)
49-2097.00,Home Theater Installer
49-2097.00,Installer
49-2097.00,Satellite Installer
49-2097.00,TV Analyzer (Television Analyzer)
49-2097.00,TV Repairman (Television Repairman)
49-2098.00,Alarm Technician
49-2098.00,Fire Alarm Technician (Fire Alarm Tech)
49-2098.00,Home Security Alarm Installer
49-2098.00,Install Technician
49-2098.00,Installation Technician
49-2098.00,Installer
49-2098.00,Security Installation Technician
49-2098.00,Security Installer
49-2098.00,Security Technician (Security Tech)
49-2098.00,Service Technician
49-3011.00,Aircraft Maintainer
49-3011.00,Aircraft Maintenance Technician (Aircraft Maintenance Tech)
49-3011.00,Aircraft Mechanic
49-3011.00,Aircraft Restorer
49-3011.00,Aircraft Service Technician (Aircraft Service Tech)
49-3011.00,Aircraft Technician (Aircraft Tech)
49-3011.00,Airframe and Powerplant Mechanic (A and P Mechanic)
49-3011.00,Aviation Maintenance Technician (AMT)
49-3011.00,Aviation Mechanic
49-3011.00,Helicopter Mechanic
49-3021.00,Auto Body Man
49-3021.00,Auto Body Repair Technician (Auto Body Repair Tech)
49-3021.00,Auto Body Repairman
49-3021.00,Automotive Body Technician (Auto Body Tech)
49-3021.00,Body Man
49-3021.00,Body Technician (Body Tech)
49-3021.00,Collision Repair Technician (Collision Repair Tech)
49-3021.00,Collision Technician (Collision Tech)
49-3021.00,Frame Man
49-3021.00,Refinish Technician (Refinish Tech)
49-3022.00,Auto Glass Installer (Automotive Glass Installer)
49-3022.00,Auto Glass Tech (Automotive Glass Technician)
49-3022.00,Auto Glazier (Automotive Glazier)
49-3022.00,Flat Glass Installer
49-3022.00,Glass Installer
49-3022.00,Glass Installer Technician (Glass Installer Tech)
49-3022.00,Installer
49-3022.00,Window Film Installer
49-3022.00,Windshield Installer
49-3022.00,Windshield Repair Technician (Windshield Repair Tech)
49-3023.00,Auto Drivability Tech (Automotive Drivability Technician)
49-3023.00,Auto Mechanic (Automobile Mechanic)
49-3023.00,Auto Mechanic (Automotive Mechanic)
49-3023.00,Auto Service Tech (Automotive Service Technician)
49-3023.00,Auto Tech (Automobile Technician)
49-3023.00,Auto Tech (Automotive Technician)
49-3023.00,Automatic Transmission Technician (Auto Transmission Tech)
49-3023.00,Heavy Line Technician (Heavy Line Tech)
49-3023.00,Lube Technician (Lube Tech)
49-3023.00,Service Technician (Service Tech)
49-3031.00,Bus Mechanic
49-3031.00,Diesel Mechanic
49-3031.00,Diesel Technician (Diesel Tech)
49-3031.00,Fleet Mechanic
49-3031.00,General Repair Mechanic
49-3031.00,Heavy Truck Mechanic
49-3031.00,Service Technician
49-3031.00,Trailer Mechanic
49-3031.00,Transit Mechanic
49-3031.00,Truck Mechanic
49-3041.00,Agricultural Mechanic (Ag Mechanic)
49-3041.00,Agricultural Service Technician (Ag Service Tech)
49-3041.00,Dairy Service Technician (Dairy Service Tech)
49-3041.00,Farm Equipment Mechanic
49-3041.00,Farm Equipment Service Technician (Farm Equipment Service Tech)
49-3041.00,Field Mechanic
49-3041.00,Field Technician (Field Tech)
49-3041.00,Mechanic
49-3041.00,Service Technician (Service Tech)
49-3041.00,Tractor Mechanic
49-3042.00,Construction Equipment Mechanic
49-3042.00,Equipment Mechanic
49-3042.00,Equipment Technician
49-3042.00,Field Mechanic
49-3042.00,Field Service Technician
49-3042.00,Field Technician
49-3042.00,Heavy Equipment Mechanic
49-3042.00,Heavy Equipment Technician
49-3042.00,Mechanic
49-3042.00,Mobile Heavy Equipment Mechanic
49-3043.00,Freight Maintenance Specialist
49-3043.00,Locomotive Repairman
49-3043.00,Rail Car Maintenance Mechanic
49-3043.00,Rail Car Mechanic
49-3043.00,Rail Car Repairer
49-3043.00,Rail Car Repairman
49-3043.00,Rail Car Sandblaster
49-3043.00,Rail Car Welder
49-3043.00,Railroad Car Repairman
49-3043.00,Train Car Repairman
49-3051.00,Boat Mechanic
49-3051.00,Boat Motor Mechanic
49-3051.00,Boat Rigger
49-3051.00,Marine Mechanic
49-3051.00,Marine Propulsion Technician
49-3051.00,Marine Technician
49-3051.00,Mechanic
49-3051.00,Outboard Motor Mechanic
49-3051.00,Outboard Technician
49-3051.00,Service Technician
49-3052.00,All Terrain Vehicle Technician (ATV Technician)
49-3052.00,Custom Bike Builder
49-3052.00,Motorcycle Mechanic
49-3052.00,Motorcycle Service Technician
49-3052.00,Motorcycle Technician
49-3052.00,Motorsports Technician
49-3052.00,Scooter Mechanic
49-3052.00,Service Technician
49-3053.00,Chainsaw Technician
49-3053.00,Golf Cart Mechanic
49-3053.00,Lawnmower Repair Mechanic
49-3053.00,Mechanic
49-3053.00,Outdoor Power Equipment Service Technician
49-3053.00,Service Technician (Service Tech)
49-3053.00,Shop Mechanic
49-3053.00,Small Engine Mechanic
49-3053.00,Small Engine Technician (Small Engine Tech)
49-3091.00,Bicycle Fitter
49-3091.00,Bicycle Mechanic
49-3091.00,Bicycle Repair Technician
49-3091.00,Bicycle Repairman
49-3091.00,Bicycle Service Technician
49-3091.00,Bicycle Technician (Bicycle Tech)
49-3091.00,Bike Mechanic
49-3092.00,ATV Tech (All-Terrain Vehicle Technician)
49-3092.00,Certified RV Technician (Certified Recreational Vehicle Technician)
49-3092.00,Hitch Technician (Hitch Tech)
49-3092.00,Mobile Service RV Technician (Mobile Service Recreational Vehicle Technician)
49-3092.00,RV Body Mechanic (Recreational Vehicle Body Mechanic)
49-3092.00,RV Mechanic (Recreational Vehicle Mechanic)
49-3092.00,RV Service Technician (Recreational Vehicle Service Technician)
49-3092.00,RV Tech (Recreational Vehicle Technician)
49-3092.00,RVDA Master Certified RV Technician (Recreational Vehicle Dealer Association Master Certified Recreational Vehicle Technician)
49-3092.00,Service Technician (Service Tech)
49-3093.00,Alignment Technician (Alignment Tech)
49-3093.00,Lube Technician (Lube Tech)
49-3093.00,Service Technician (Service Tech)
49-3093.00,Tire Alignment Technician (Tire Alignment Tech)
49-3093.00,Tire Changer
49-3093.00,Tire Installer
49-3093.00,Tire Repairer
49-3093.00,Tire Shop Mechanic
49-3093.00,Tire Technician (Tire Tech)
49-3093.00,Truck Tire Service Operator
49-9011.00,Commercial Door Installer
49-9011.00,Commercial Installer
49-9011.00,Door Installer
49-9011.00,Door Serviceman
49-9011.00,Garage Door Installer
49-9011.00,Garage Door Technician (Garage Door Tech)
49-9011.00,Installation Technician (Installation Tech)
49-9011.00,Installer
49-9011.00,Overhead Door Technician (Overhead Door Tech)
49-9011.00,Residential Door Installer
49-9012.00,Control Valve Mechanic
49-9012.00,Control Valve Technician
49-9012.00,Electric Meter Technician
49-9012.00,Instrument and Electrical Technician (I and E Technician)
49-9012.00,Instrument Technician
49-9012.00,Measurement Technician
49-9012.00,Meter Technician
49-9012.00,Service Technician
49-9012.00,Valve Technician
49-9012.00,Water Plant Maintenance Mechanic
49-9021.00,AC Mechanic (Air Conditioner Mechanic)
49-9021.00,AC Tech (Air Conditioning Technician)
49-9021.00,"HVAC Control Tech (Heating, Ventilation, and Air Conditioning Control Technician)"
49-9021.00,"HVAC Installer (Heating, Ventilation, and Air Conditioning Installer)"
49-9021.00,"HVAC Mechanic (Heating, Ventilation, and Air Conditioning Mechanic)"
49-9021.00,"HVAC Service Tech (Heating, Ventilation, and Air Conditioning Service Technician)"
49-9021.00,"HVAC Tech (Heating, Ventilation, and Air Conditioning Technician)"
49-9021.00,Refrigeration Mechanic
49-9021.00,Refrigeration Operator
49-9021.00,Refrigeration Technician (Refrigeration Tech)
49-9031.00,Appliance Mechanic
49-9031.00,Appliance Repair Mechanic
49-9031.00,Appliance Repair Technician (Appliance Repair Tech)
49-9031.00,Appliance Service Technician
49-9031.00,Appliance Technician (Appliance Tech)
49-9031.00,Repair Man
49-9031.00,Repair Technician
49-9031.00,Service Technician (Service Tech)
49-9031.00,Vacuum Repairer
49-9041.00,Industrial Machinery Mechanic
49-9041.00,Industrial Mechanic
49-9041.00,Loom Fixer
49-9041.00,Loom Technician
49-9041.00,Machine Adjuster
49-9041.00,Machine Mechanic
49-9041.00,Maintenance Technician
49-9041.00,Mechanic
49-9041.00,Overhauler
49-9041.00,Sewing Machine Mechanic
49-9043.00,Lubricator
49-9043.00,Machine Repairer
49-9043.00,Maintainer
49-9043.00,Maintenance Craftsman
49-9043.00,Maintenance Man
49-9043.00,Maintenance Mechanic
49-9043.00,Maintenance Technician (Maintenance Tech)
49-9043.00,Maintenance Worker
49-9043.00,Oiler
49-9043.00,Overhauler
49-9044.00,Maintenance Mechanic
49-9044.00,Maintenance Millwright
49-9044.00,Millwright
49-9044.00,Millwright Business Representative (Millwright Business Rep)
49-9044.00,Millwright Foreman
49-9044.00,Millwright General Foreman
49-9044.00,Millwright Instructor
49-9044.00,Precision Millwright
49-9045.00,Cell Reliner
49-9045.00,Cupola Repairer
49-9045.00,Furnace Repairer
49-9045.00,Hot Repairman
49-9045.00,Ladle Liner
49-9045.00,Ladle Repairman
49-9045.00,Refractory Bricklayer
49-9045.00,Refractory Technician
49-9045.00,Refractory Worker
49-9051.00,Class Gloving Electrical Lineman
49-9051.00,Class Rubber Gloving Lineman
49-9051.00,Electrical Lineman
49-9051.00,Electrical Lineworker
49-9051.00,Lineworker
49-9051.00,Power Lineman
49-9051.00,Power Lineman Technician
49-9051.00,Service Man
49-9051.00,Third Step Lineman
49-9051.00,Troubleman
49-9052.00,Cable Splicer
49-9052.00,Cable Tech (Cable Technician)
49-9052.00,Cable TV Tech (Cable Television Technician)
49-9052.00,Combination Technician (Combination Tech)
49-9052.00,Fiber Optic Splicer
49-9052.00,Field Service Technician
49-9052.00,I and R Technician (Installation and Repair Technician)
49-9052.00,Installer
49-9052.00,Outside Plant Technician (Outside Plant Tech)
49-9052.00,Telecommunications Technician (Telecommunications Tech)
49-9061.00,Camera Repair Technician
49-9061.00,Camera Repairman
49-9061.00,Camera Technician
49-9061.00,Photo Equipment Technician
49-9061.00,Photo Technologist
49-9061.00,Photographic Equipment Repair Technician
49-9061.00,Photographic Equipment Technician
49-9061.00,Photographic Technician (Photo Tech)
49-9061.00,Repair Technician
49-9061.00,Repairman
49-9062.00,Biomedical Electronics Technician (Biomed Electronics Tech)
49-9062.00,Biomedical Engineering Technician (Biomed Engineering Tech)
49-9062.00,Biomedical Equipment Technician (BMET)
49-9062.00,Biomedical Technician (Biomed Tech)
49-9062.00,Dental Equipment Technician (Dental Equipment Tech)
49-9062.00,Durable Medical Equipment Technician (DME Tech)
49-9062.00,Medical Equipment Service Tech (Medical Equipment Service Technician)
49-9062.00,Repair Technician (Repair Tech)
49-9062.00,Service Technician (Service Tech)
49-9062.00,X-ray Service Engineer
49-9063.00,Brass Instrument Repair Technician (Brass Instrument Repair Tech)
49-9063.00,Fretted String Instrument Repairer
49-9063.00,Guitar Repairer
49-9063.00,Instrument Repair Technician (Instrument Repair Tech)
49-9063.00,Luthier
49-9063.00,Musical Instrument Repair Technician (Musical Instrument Repair Tech)
49-9063.00,Piano Technician (Piano Tech)
49-9063.00,Piano Tuner
49-9063.00,Stringed Instrument Repairer
49-9063.00,Woodwind Instrument Technician (Woodwind Instrument Tech)
49-9064.00,Antique Clock Repairer
49-9064.00,Clock Repair Technician
49-9064.00,Clock Repairer
49-9064.00,Watch and Clock Repairer
49-9064.00,Watch Estimator
49-9064.00,Watch Repair Person
49-9064.00,Watch Repair Technician
49-9064.00,Watch Repairer
49-9064.00,Watch Technician (Watch Tech)
49-9071.00,Building Mechanic
49-9071.00,Equipment Engineering Technician
49-9071.00,Facilities Technician
49-9071.00,Maintenance Engineer
49-9071.00,Maintenance Journeyman
49-9071.00,Maintenance Man
49-9071.00,Maintenance Mechanic
49-9071.00,Maintenance Specialist
49-9071.00,Maintenance Technician
49-9071.00,Maintenance Worker
49-9081.00,Field Service Technician
49-9081.00,Renewable Energy Technician
49-9081.00,Service Technician
49-9081.00,Troubleshooting Technician
49-9081.00,Wind Farm Support Specialist
49-9081.00,Wind Technician
49-9081.00,Wind Turbine Operator
49-9081.00,Wind Turbine Service Technician
49-9081.00,Wind Turbine Technician
49-9081.00,Wind Turbine Troubleshooting Technician
49-9091.00,Cooler Deliverer
49-9091.00,Field Service Technician
49-9091.00,Fountain Vending Mechanic
49-9091.00,Full Service Vending Driver
49-9091.00,Refurbish Technician
49-9091.00,Service Technician
49-9091.00,Slot Technician
49-9091.00,Vending Mechanic
49-9091.00,Vending Service Technician
49-9091.00,Vending Technician
49-9092.00,Diver
49-9092.00,Diver Tender
49-9092.00,Diving Coordinator
49-9092.00,Hard Hat Diver
49-9092.00,NDT UW Welder (Non Destructive Testing Under Water Welder)
49-9092.00,Salvage Diver
49-9092.00,Saturation Diver
49-9094.00,Certified Professional Safe Technician (CPS)
49-9094.00,CML (Certified Master Locksmith)
49-9094.00,CMS (Certified Master Safecracker)
49-9094.00,Forensic Locksmith
49-9094.00,Lock Technician (Lock Tech)
49-9094.00,Locksmith
49-9094.00,Road Service Locksmith
49-9094.00,RST (Registered Safe Technician)
49-9094.00,Safe Technician (Safe Tech)
49-9094.00,Vault Technician (Vault Tech)
49-9095.00,Delivery Crew Worker
49-9095.00,House Hauler
49-9095.00,Mobile Home Installer
49-9095.00,Mobile Home Laborer
49-9095.00,Mobile Home Set-Up Person
49-9095.00,Set Up Technician (Set Up Tech)
49-9096.00,Gantry Rigger
49-9096.00,Hand Rigger
49-9096.00,Heavy Lift Rigger
49-9096.00,Machinery Erector
49-9096.00,Machinery Mover
49-9096.00,Marine Rigger
49-9096.00,Motor Rigger
49-9096.00,Rigger
49-9096.00,Rigging Fabricator
49-9096.00,Ship Rigger
49-9097.00,Railroad Signal Maintainer
49-9097.00,Signal and Communications Maintainer
49-9097.00,Signal Inspector
49-9097.00,Signal Maintainer
49-9097.00,Signal Maintenance Technician
49-9097.00,Signal System Testing Maintainer
49-9097.00,Signal Technician
49-9097.00,Signalman
49-9097.00,Train Control Electronic Technician
49-9097.00,Train Control Technician
49-9098.00,"HVAC Helper (Heating, Ventilation, Air Conditioning Helper)"
49-9098.00,"HVAC Installation Helper (Heating, Ventilation, Air Conditioning Installation Helper)"
49-9098.00,Maintenance Aide
49-9098.00,Maintenance Helper
49-9098.00,Mechanic Helper
49-9098.00,Mechanic Repair Helper
49-9098.00,Mechanic's Assistant
49-9098.00,Technician's Helper
49-9099.01,Geothermal Service Technician
49-9099.01,I and C Technician (Instrument and Controls Technician)
49-9099.01,I and E Technician (Instrumentation and Electrical Technician)
49-9099.01,"I C and E Technician (Instrumentation, Control, and Electrical Technician)"
49-9099.01,Operations and Maintenance Technician (O and M Technician)
49-9099.01,Operations Technician
49-9099.01,Operator Technician
49-9099.01,Plant Electrical Technician
49-9099.01,Plant Mechanic
49-9099.01,Plant Technician
51-1011.00,Assembly Supervisor
51-1011.00,Line Supervisor
51-1011.00,Manufacturing Supervisor
51-1011.00,Molding Supervisor
51-1011.00,Plant Supervisor
51-1011.00,Production Manager
51-1011.00,Production Supervisor
51-1011.00,Quality Assurance Supervisor (QA Supervisor)
51-2011.00,Aircraft Assembler
51-2011.00,Aircraft Line Assembler
51-2011.00,Assembler
51-2011.00,Assembly Riveter
51-2011.00,Assembly Technician (Assembly Tech)
51-2011.00,Sheet Metal Assembler and Riveter (SMAR)
51-2011.00,Sheet Metal Mechanic
51-2011.00,Sheet Metal Technician (Sheet Metal Tech)
51-2011.00,Structures Mechanic
51-2011.00,Structures Technician (Structures Tech)
51-2021.00,Armature Winder
51-2021.00,Auto-Winder
51-2021.00,Coil Finisher
51-2021.00,Coil Winder
51-2021.00,Hand Winder
51-2021.00,Motor Winder
51-2021.00,Winder
51-2021.00,Winder Operator
51-2022.00,Assembler
51-2022.00,Assembler Technician (Assembler Tech)
51-2022.00,Assembly Worker
51-2022.00,Electrical Assembler
51-2022.00,Electronic Assembler
51-2022.00,Electronics Assembler
51-2022.00,Factory Assembler
51-2022.00,General Electromechanical Assembly Specialist (Gen Electro/Mech Assm Spec)
51-2022.00,Small Motor Assembler
51-2022.00,Subassembler
51-2023.00,Assembler
51-2023.00,Electrical Assembler
51-2023.00,Electromechanical Assembler
51-2023.00,Electromechanical Equipment Assembler
51-2023.00,Electronic Assembler
51-2023.00,Electronic Technician
51-2023.00,Electronics Assembler
51-2023.00,Mechanical Assembler
51-2023.00,Production Associate
51-2023.00,Wiring Technician
51-2031.00,Assembler
51-2031.00,Assembly Line Worker
51-2031.00,Cell Technician
51-2031.00,Engine Assembler
51-2031.00,Engine Builder
51-2031.00,Field Service Technician
51-2031.00,Fitter
51-2031.00,Large Engine Assembler
51-2031.00,Machine Assembler
51-2031.00,Mechanical Assembler
51-2041.00,Fabricator
51-2041.00,Fitter
51-2041.00,Layout Man
51-2041.00,Metal Fabricator
51-2041.00,Mill Beam Fitter
51-2041.00,Ship Fitter
51-2041.00,Small Parts Fabricator
51-2041.00,Steel Fabricator
51-2041.00,Structural Planner
51-2041.00,Structural Steel Fitter
51-2051.00,Boat Builder
51-2051.00,Boat Carpenter
51-2051.00,Chopper Gun Operator
51-2051.00,Fiberglass Laminator
51-2051.00,Fiberglass Technician
51-2051.00,Fiberglasser
51-2051.00,Gel-Coater
51-2051.00,Lamination Technician
51-2051.00,Laminator
51-2051.00,Roller
51-2061.00,Calibration Specialist
51-2061.00,Calibrator
51-2061.00,Clockmaker
51-2061.00,Horologist
51-2061.00,Time Stamp Assembler
51-2061.00,Watch Technician
51-2061.00,Watchmaker
51-2092.00,Assembler
51-2092.00,Assembly Associate
51-2092.00,Assembly Line Machine Operator
51-2092.00,Assembly Line Worker
51-2092.00,Assembly Operator
51-2092.00,Assembly Technician
51-2092.00,Certified Composites Technician (CCT)
51-2092.00,Manufacturing Associate
51-2092.00,Production Line Worker
51-3011.00,Bakery Worker
51-3011.00,Bread Baker
51-3011.00,Cake Baker
51-3011.00,Cake Decorator
51-3011.00,Dough Mixer
51-3011.00,Mixer
51-3011.00,Pastry Cook
51-3011.00,Relief Baker
51-3011.00,Scaler
51-3011.00,Specialty Baker
51-3021.00,Butcher
51-3021.00,Meat Clerk
51-3021.00,Meat Cutter
51-3021.00,Meat Specialist
51-3021.00,Meat Wrapper
51-3022.00,Beef Trimmer
51-3022.00,Breast Trimmer
51-3022.00,Chicken Cutter
51-3022.00,Deboner
51-3022.00,Fish Processor
51-3022.00,Meat Cutter
51-3022.00,Meat Trimmer
51-3022.00,Seafood Processor
51-3022.00,Trimmer
51-3022.00,Wing Scorer
51-3023.00,Boning Room Worker
51-3023.00,Meat Packager
51-3023.00,Meat Packer
51-3023.00,Meat Processor
51-3023.00,Meat Wrapper
51-3023.00,Saw Man
51-3023.00,Side Puller
51-3023.00,Wrapper
51-3091.00,Bean Roaster
51-3091.00,Coffee Roaster
51-3091.00,Line Operator
51-3091.00,Machine Operator
51-3091.00,Oven Operator
51-3091.00,Oven Technician
51-3091.00,Roast Master
51-3091.00,Roaster
51-3091.00,Roaster Operator
51-3091.00,Roasterman
51-3092.00,Batching Operator
51-3092.00,Blender
51-3092.00,Brewing Technician
51-3092.00,Compounder
51-3092.00,Dosier Operator
51-3092.00,Dough Scaler
51-3092.00,Mix Technician
51-3092.00,Mixer
51-3092.00,Mixer Operator
51-3092.00,Syrup Maker
51-3093.00,Cooker Operator
51-3093.00,Food Production Worker
51-3093.00,Fryer Operator
51-3093.00,Kettle Fry Cook Operator
51-3093.00,Machine Operator
51-3093.00,Mogul Operator
51-3093.00,Oven Operator
51-3093.00,Peeler Operator
51-3093.00,Retort Operator
51-3093.00,Thermo Processor
51-4021.00,Equipment Technician (Equipment Tech)
51-4021.00,Extruder Operator
51-4021.00,Extrusion Line Operator
51-4021.00,Extrusion Operator
51-4021.00,Extrusion Press Operator
51-4021.00,Machine Operator
51-4021.00,Metal Inspector
51-4021.00,Setup Operator
51-4021.00,Wire Mill Operator
51-4021.00,Wire Mill Rover
51-4022.00,Blacksmith
51-4022.00,Forge Operator
51-4022.00,Forge Press Operator
51-4022.00,Forger
51-4022.00,Hammer Operator
51-4022.00,Header Operator
51-4022.00,Hot Press Forger
51-4022.00,Machine Operator
51-4022.00,Process Technician (Process Tech)
51-4022.00,Set Up Operator
51-4023.00,Breakdown Mill Operator
51-4023.00,Calender Operator
51-4023.00,Cold Mill Operator
51-4023.00,Machine Operator
51-4023.00,Mill Operator
51-4023.00,Rolling Mill Operator
51-4023.00,Roughing Mill Operator
51-4023.00,Temper Mill Operator
51-4023.00,Tube Mill Operator
51-4023.00,Weld Mill Operator
51-4031.00,Die Setter
51-4031.00,Fabrication Operator
51-4031.00,Machine Operator
51-4031.00,Machine Setter
51-4031.00,Press Brake Operator
51-4031.00,Press Operator
51-4031.00,Punch Press Operator
51-4031.00,Saw Operator
51-4031.00,Setup Operator
51-4031.00,Slitter Operator
51-4032.00,Bore Mill Operator
51-4032.00,CNC Drilling Operator (Computer Numerical Control Drilling Operator)
51-4032.00,CNC Machinist (Computer Numerical Control Machinist)
51-4032.00,Drill Operator
51-4032.00,Drill Press Operator
51-4032.00,Drill Setup Operator
51-4032.00,Machine Operator
51-4032.00,Punch Operator
51-4032.00,Radial Drill Operator
51-4032.00,Setup Mill Operator
51-4033.00,Cell Operator
51-4033.00,Centerless Grinder Operator
51-4033.00,Deburrer
51-4033.00,Die Maintenance Technician (Die Maintenance Tech)
51-4033.00,Finisher
51-4033.00,Grinder
51-4033.00,Grinder Operator
51-4033.00,Grinding Machine Operator
51-4033.00,Metal Finisher
51-4033.00,Process Equipment Operator
51-4034.00,CNC Lathe Operator (Computer Numerical Control Lathe Operator)
51-4034.00,CNC Setup Operator (Computer Numerical Control Setup Operator)
51-4034.00,Lathe Operator
51-4034.00,Machine Operator
51-4034.00,Numerical Control Operator (NC Operator)
51-4034.00,Screw Machine Operator
51-4034.00,Screw Machine Tool Setter
51-4034.00,Setup Operator
51-4034.00,Turn Operator
51-4035.00,CNC Licensed Mill Operator (Computer Numerical Control Licensed Mill Operator)
51-4035.00,CNC Mill Operator (Computer Numerical Control Mill Operator)
51-4035.00,CNC Mill Operator (Computerized Numerical Control Mill Operator)
51-4035.00,CNC Mill Set Up Operator (Computerized Numerical Control Mill Set Up Operator)
51-4035.00,Machine Operator
51-4035.00,Machine Set Up Operator
51-4035.00,Mill Operator
51-4035.00,Miller
51-4035.00,Milling Operator
51-4035.00,Setup Man
51-4041.00,CNC Machinist (Computer Numeric Controlled Machinist)
51-4041.00,CNC Machinist (Computer Numerically Controlled Machinist)
51-4041.00,Gear Machinist
51-4041.00,Machine Repair Person
51-4041.00,Machinist
51-4041.00,Maintenance Machinist
51-4041.00,Manual Lathe Machinist
51-4041.00,Production Machinist
51-4041.00,Tool Room Machinist
51-4051.00,Arc and Argon Oxygen Decarburization Melter (ARC and AOD Melter)
51-4051.00,Automatic Furnace Operator
51-4051.00,Central Melt Specialist
51-4051.00,Control Room Operator
51-4051.00,Electric Melt Operator
51-4051.00,Furnace Operator
51-4051.00,Melt Room Operator
51-4051.00,Melter
51-4051.00,Vacuum Melter
51-4051.00,Vessel Operator
51-4052.00,Caster
51-4052.00,Casting Machine Operator
51-4052.00,Casting Operator
51-4052.00,DC Caster (Direct Chill Caster)
51-4052.00,Die Cast Machine Operator
51-4052.00,Die Casting Machine Operator
51-4052.00,Iron Pourer
51-4052.00,Melter
51-4052.00,Metal Handler
51-4052.00,Pourer
51-4061.00,CNC Machinist (Computer Numerical Control Machinist)
51-4061.00,CNC Programmer (Computer Numerical Control Programmer)
51-4061.00,Metal Model Maker
51-4061.00,Model Builder
51-4061.00,Model Maker
51-4061.00,Model Maker Machinist
51-4061.00,Model Technician (Model Tech)
51-4061.00,Molding Technician (Molding Tech)
51-4061.00,Pattern Finisher
51-4061.00,Prototype Special Build
51-4062.00,Die Cast Die Maker
51-4062.00,Fixture Builder
51-4062.00,Journeyman Patternmaker
51-4062.00,Layout Technician (Layout Tech)
51-4062.00,Metal Mold Maker
51-4062.00,Metal Patternmaker
51-4062.00,Model Maker
51-4062.00,Mold Maker
51-4062.00,Pattern Repair Person
51-4062.00,Wax Molder
51-4071.00,Core Machine Operator
51-4071.00,Core Maker
51-4071.00,Core Stripper
51-4071.00,Coremaker
51-4071.00,Green Sand Molder
51-4071.00,Mold Maker
51-4071.00,Mold Operator
51-4071.00,Molder
51-4071.00,No Bake Molder
51-4071.00,Sand Molder
